;"Ano Fonte / Ano Fonte / Ano Fonte / Ano Fonte / Ano Fonte / Ano Fonte / Ano Fonte";"Fonte / Fonte / Fonte / Fonte / Fonte / Fonte / Fonte";"Marcador de Fonte / Marcador de Fonte / Marcador de Fonte / Marcador de Fonte / Marcador de Fonte / Marcador de Fonte / Marcador de Fonte";"Fonte / Fonte / Fonte / Fonte / Fonte / Fonte / Fonte";"Fonte Detalhada / Fonte Detalhada / Fonte Detalhada / Fonte Detalhada / Fonte Detalhada / Fonte Detalhada / Fonte Detalhada";"Saldo do Mês Anterior";"Movimento";"Movimento";"Saldo Atual"
;"Ano Fonte / Ano Fonte / Ano Fonte / Ano Fonte / Ano Fonte / Ano Fonte / Ano Fonte";"Fonte / Fonte / Fonte / Fonte / Fonte / Fonte / Fonte";"Marcador de Fonte / Marcador de Fonte / Marcador de Fonte / Marcador de Fonte / Marcador de Fonte / Marcador de Fonte / Marcador de Fonte";"Fonte / Fonte / Fonte / Fonte / Fonte / Fonte / Fonte";"Fonte Detalhada / Fonte Detalhada / Fonte Detalhada / Fonte Detalhada / Fonte Detalhada / Fonte Detalhada / Fonte Detalhada";"Saldo do Mês Anterior";"Débito";"Crédito";"Saldo Atual"
"Executivo - 10111";"1";"712";"224";"Transferências Fundo a Fundo de Recursos do Fundo Penitenciário - FUNPEN";"000088";59396,51;0;0;59396,51
"Executivo - 10111";"1";"712";"224";"Transferências Fundo a Fundo de Recursos do Fundo Penitenciário - FUNPEN";"000089";155264,36;0;0;155264,36
"Executivo - 10111";"1";"712";"224";"Transferências Fundo a Fundo de Recursos do Fundo Penitenciário - FUNPEN";"000090";123762,17;0;0;123762,17
"Executivo - 10111";"1";"712";"224";"Transferências Fundo a Fundo de Recursos do Fundo Penitenciário - FUNPEN";"000096";277950,17;0;0;277950,17
"Executivo - 10111";"1";"712";"224";"Transferências Fundo a Fundo de Recursos do Fundo Penitenciário - FUNPEN";"000097";177476,82;0;0;177476,82
"Executivo - 10111";"1";"712";"224";"Transferências Fundo a Fundo de Recursos do Fundo Penitenciário - FUNPEN";"000098";114459,68;0;0;114459,68
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000000";6809501,77;0;0;6809501,77
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000055";0;0;0;0
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000080";0;0;0;0
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000081";0;0;0;0
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000082";0;0;0;0
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000083";0;0;0;0
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000084";0;0;0;0
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000085";0;0;0;0
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000086";0;0;0;0
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000087";0;0;0;0
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000096";0;0;0;0
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000097";0;0;0;0
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000098";0;0;0;0
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000099";0;0;0;0
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000100";0;0;0;0
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000101";0;0;0;0
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000102";0;0;0;0
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000103";0;0;0;0
"Executivo - 10111";"1";"713";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Segurança Pública - FSP";"000104";0;0;0;0
"Executivo - 10111";"1";"714";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Amparo ao Trabalhador - FAT";"000000";346461,76;0;0;346461,76
"Executivo - 10111";"1";"714";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Amparo ao Trabalhador - FAT";"000920";648,44;0;0;648,44
"Executivo - 10111";"1";"714";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Amparo ao Trabalhador - FAT";"000921";657620,54;0;0;657620,54
"Executivo - 10111";"1";"714";"224";"Transferências Fundo a Fundo de Recursos do Fundo de Amparo ao Trabalhador - FAT";"006949";87338,63;0;0;87338,63
"Executivo - 10111";"1";"719";"228";"Transferências da Política Nacional Aldir Blanc de Fomento à Cultura - Lei 14399";"000000";64895,05;0;0;64895,05
"Executivo - 10111";"1";"719";"228";"Transferências da Política Nacional Aldir Blanc de Fomento à Cultura - Lei 14399";"111111";5362487,88;0;0;5362487,88
"Executivo - 10111";"1";"747";"224";"Outras vinculações de transferências da União";"000000";11205193,19;0;0;11205193,19
"Executivo - 10111";"1";"749";"227";"Outras vinculações de transferências";"000000";7885,33;0;0;7885,33
"Executivo - 10111";"1";"749";"227";"Outras vinculações de transferências";"000002";630609,9;344419,18;137721,67;423912,39
"Executivo - 10111";"1";"749";"227";"Outras vinculações de transferências";"000003";2686;0;0;2686
"Executivo - 10111";"1";"750";"126";"Recursos da Contribuição de Intervenção no Domínio Econômico - CIDE";"000000";28114137,51;0;0;28114137,51
"Executivo - 10111";"1";"752";"230";"Recursos Vinculados ao Trânsito";"000000";43809980,66;0;2304187,62;46114168,28
"Executivo - 10111";"1";"753";"132";"Recursos provenientes de taxas e contribuições";"000000";11431017,54;0;492396,73;11923414,27
"Executivo - 10111";"1";"753";"232";"Recursos provenientes de taxas e contribuições";"000000";429840744,9;0;1193977,39;431034722,29
"Executivo - 10111";"1";"753";"232";"Recursos provenientes de taxas e contribuições";"000002";652372344,61;0;30126323,66;682498668,27
"Executivo - 10111";"1";"753";"232";"Recursos provenientes de taxas e contribuições";"000003";665430660,53;0;23095111,94;688525772,47
"Executivo - 10111";"1";"753";"232";"Recursos provenientes de taxas e contribuições";"000016";1194203,03;0;0;1194203,03
"Executivo - 10111";"1";"753";"232";"Recursos provenientes de taxas e contribuições";"000017";10757800,99;0;0;10757800,99
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"000104";83152,52;0;0;83152,52
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"121089";68294,16;0;0;68294,16
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"121146";8402,68;0;0;8402,68
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"121169";38773,64;0;0;38773,64
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"121170";26,24;0;0;26,24
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"121171";5480,83;0;0;5480,83
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"121178";44377,84;0;0;44377,84
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"121187";11195,27;0;0;11195,27
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"121189";34973,72;0;0;34973,72
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"121203";184,89;0;0;184,89
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"211014";5934,95;0;0;5934,95
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"211015";117,29;0;0;117,29
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"211017";1352,72;0;0;1352,72
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"211018";92754,17;0;0;92754,17
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"211022";244,29;0;0;244,29
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"211024";31778,68;0;0;31778,68
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"211025";1073,19;0;0;1073,19
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"211032";11215,59;0;0;11215,59
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"211033";399691,54;0;400,01;400091,55
"Executivo - 10111";"1";"754";"111";"Recursos de Operações de Crédito";"211035";76,48;0;0;76,48
"Executivo - 10111";"1";"755";"133";"Recursos de Alienação de Bens/Ativos - Administração Direta";"000000";15800;0;0;15800
"Executivo - 10111";"1";"755";"233";"Recursos de Alienação de Bens/Ativos - Administração Direta";"000000";2746559,97;0;0;2746559,97
"Executivo - 10111";"1";"756";"233";"Recursos de Alienação de Bens/Ativos - Administração Indireta";"000100";71,28;0;0;71,28
"Executivo - 10111";"1";"757";"190";"Recursos de Depósitos Judiciais - Lides das quais o Ente faz parte";"000151";987992547,48;0;0;987992547,48
"Executivo - 10111";"1";"759";"102";"Recursos Vinculados a Fundos";"000000";573218026,47;22072,72;2658352,95;575854306,7
"Executivo - 10111";"1";"759";"103";"Recursos Vinculados a Fundos";"000000";449905960,54;0;0;449905960,54
"Executivo - 10111";"1";"759";"103";"Recursos Vinculados a Fundos";"210163";4968,45;0;0;4968,45
"Executivo - 10111";"1";"759";"103";"Recursos Vinculados a Fundos";"220096";11249,66;0;0;11249,66
"Executivo - 10111";"1";"759";"150";"Recursos Vinculados a Fundos";"000000";92490628,06;117843,39;2873555,78;95246340,45
"Executivo - 10111";"1";"759";"151";"Recursos Vinculados a Fundos";"000000";451307964,24;304852,28;1016174,27;452019286,23
"Executivo - 10111";"1";"759";"152";"Recursos Vinculados a Fundos";"000000";134628807,06;0;0;134628807,06
"Executivo - 10111";"1";"759";"245";"Recursos Vinculados a Fundos";"000000";32544930,97;0;3226107,87;35771038,84
"Executivo - 10111";"1";"759";"251";"Recursos Vinculados a Fundos";"000000";8756098,23;0;148319,98;8904418,21
"Executivo - 10111";"1";"759";"251";"Recursos Vinculados a Fundos";"000013";4839177,34;0;0;4839177,34
"Executivo - 10111";"1";"760";"232";"Recursos de Emolumentos e Taxas Judiciais";"000000";95433625,95;3318,24;3318,24;95433625,95
"Executivo - 10111";"1";"761";"122";"Recursos vinculados ao Fundo de Combate e Erradicação da Pobreza";"000000";2494710060,07;42037374,95;116404213,46;2569076898,58
"Executivo - 10111";"1";"761";"122";"Recursos vinculados ao Fundo de Combate e Erradicação da Pobreza";"220045";198276,06;0;0;198276,06
"Executivo - 10111";"1";"761";"122";"Recursos vinculados ao Fundo de Combate e Erradicação da Pobreza";"240011";1216,62;0;0;1216,62
"Executivo - 10111";"1";"761";"122";"Recursos vinculados ao Fundo de Combate e Erradicação da Pobreza";"240012";1581,17;0;0;1581,17
"Executivo - 10111";"1";"761";"122";"Recursos vinculados ao Fundo de Combate e Erradicação da Pobreza";"240204";3597,08;0;741,62;4338,7
"Executivo - 10111";"1";"761";"122";"Recursos vinculados ao Fundo de Combate e Erradicação da Pobreza";"250163";158549,72;0;33309,56;191859,28
"Executivo - 10111";"1";"799";"195";"Outras Vinculações Legais";"000000";2425216,87;0;0;2425216,87
"Executivo - 10111";"1";"799";"240";"Outras Vinculações Legais";"000000";44075518,85;0;6917;44082435,85
"Executivo - 10111";"1";"799";"240";"Outras Vinculações Legais";"000001";562158,03;0;0;562158,03
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000000";19999,98;0;0;19999,98
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000001";3028,76;0;0;3028,76
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000002";3304,02;0;0;3304,02
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000003";1761,26;0;0;1761,26
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000004";1235,36;0;0;1235,36
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000006";9851,24;0;0;9851,24
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000009";927549,77;0;0;927549,77
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000011";953,57;0;0;953,57
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000015";162315,55;0;0;162315,55
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000016";135122,21;0;0;135122,21
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000017";111520,57;0;0;111520,57
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000018";8103137,31;0;0;8103137,31
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000019";207211,79;0;0;207211,79
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000020";14622493,35;0;0;14622493,35
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000021";1543399,09;0;0;1543399,09
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000022";386027,59;0;0;386027,59
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000023";28859,94;0;0;28859,94
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000024";120,78;0;0;120,78
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000025";268672,9;0;0;268672,9
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000026";77783,75;0;0;77783,75
"Executivo - 10111";"1";"799";"297";"Outras Vinculações Legais";"000027";1109273,89;0;0;1109273,89
"Executivo - 10111";"1";"862";"081";"Recursos de Depósitos de Terceiros";"000000";0;0;0;0
"Executivo - 10111";"1";"898";"085";"Recursos a Classificar";"000000";5598,48;5598,48;0;0
"Executivo - 10111";"1";"899";"218";"Outros Recursos Vinculados";"000000";39521,25;0;0;39521,25
"Executivo - 10111";"1";"899";"218";"Outros Recursos Vinculados";"007840";68179,36;0;0;68179,36
"Executivo - 10111";"1";"899";"218";"Outros Recursos Vinculados";"009998";416992,19;0;0;416992,19
"Executivo - 10111";"1";"899";"218";"Outros Recursos Vinculados";"011925";31916531,97;0;6203067,38;38119599,35
"Executivo - 10111";"1";"899";"218";"Outros Recursos Vinculados";"050924";31292,49;0;0;31292,49
"Executivo - 10111";"1";"899";"223";"Outros Recursos Vinculados";"000000";1636923741,49;0;0;1636923741,49
"Executivo - 10111";"2";"501";"101";"Outros Recursos não Vinculados";"000000";41840,64;0;0;41840,64
"Executivo - 10111";"2";"701";"212";"Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados";"230119";0;0;0;0
"Executivo - 10111";"Total";"Total";"Total";"Total";"Total";73951137143,47;94483072,94;1523212711,9;75379866782,43
"RioPREV - 10112";"1";"800";"234";"Recursos Vinculados ao RPPS - Fundo em Capitalização (Plano Previdenciário)";"000000";859406904,5;245088736,9;150962169,06;765280336,66
"RioPREV - 10112";"1";"801";"231";"Recursos Vinculados ao RPPS - Fundo em Repartição (Plano Financeiro)";"000000";2815054631,64;0;178711840,11;2993766471,75
"RioPREV - 10112";"1";"802";"235";"Recursos Vinculados ao RPPS - Taxa de Administração";"000000";280808099,32;0;115615,72;280923715,04
"RioPREV - 10112";"1";"803";"237";"Recursos Vinculados ao Sistema de Proteção Social dos Militares (SPSM)";"000000";740381096,02;0;17774342,75;758155438,77
"RioPREV - 10112";"Total";"Total";"Total";"Total";"Total";4695650731,48;245088736,9;347563967,64;4798125962,22
"Alerj - 20211";"1";"501";"230";"Outros Recursos não Vinculados";"000000";19718279,94;0;749,13;19719029,07
"Alerj - 20211";"1";"760";"232";"Recursos de Emolumentos e Taxas Judiciais";"000000";9872466,26;0;0;9872466,26
"Alerj - 20211";"Total";"Total";"Total";"Total";"Total";29590746,2;0;749,13;29591495,33
"TCE - 20212";"1";"501";"230";"Outros Recursos não Vinculados";"000000";93080327,95;0;208555,57;93288883,52
"TCE - 20212";"1";"760";"232";"Recursos de Emolumentos e Taxas Judiciais";"000000";7204825,8;0;935,26;7205761,06
"TCE - 20212";"Total";"Total";"Total";"Total";"Total";100285153,75;0;209490,83;100494644,58
"TJ - 30390";"1";"501";"230";"Outros Recursos não Vinculados";"000000";1213166836,3;10750,12;80768854,9;1293924941,08
"TJ - 30390";"1";"700";"212";"Outras Transferências de Convênios ou Instrumentos Congêneres da União";"000000";509,83;0;0;509,83
"TJ - 30390";"1";"760";"232";"Recursos de Emolumentos e Taxas Judiciais";"000000";887963307,71;7776,44;40956756,46;928912287,73
"TJ - 30390";"Total";"Total";"Total";"Total";"Total";2101130653,84;18526,56;121725611,36;2222837738,64
"MP - 50511";"1";"501";"230";"Outros Recursos não Vinculados";"000000";71441906,91;263,22;1272,16;71442915,85
"MP - 50511";"Total";"Total";"Total";"Total";"Total";71441906,91;263,22;1272,16;71442915,85
"DP - 60611";"1";"501";"230";"Outros Recursos não Vinculados";"000000";17409014,21;0;0;17409014,21
"DP - 60611";"1";"501";"230";"Outros Recursos não Vinculados";"000015";11474361,84;120386,89;240773,78;11594748,73
"DP - 60611";"1";"570";"212";"Transferências do Governo Federal referentes a Convênios e Instrumentos Congêner";"000000";0;0;0;0
"DP - 60611";"1";"570";"212";"Transferências do Governo Federal referentes a Convênios e Instrumentos Congêner";"004576";2810,77;0;0;2810,77
"DP - 60611";"1";"753";"232";"Recursos provenientes de taxas e contribuições";"000000";19587,86;0;0;19587,86
"DP - 60611";"1";"760";"232";"Recursos de Emolumentos e Taxas Judiciais";"000000";104983849,46;0;17994,27;105001843,73
"DP - 60611";"Total";"Total";"Total";"Total";"Total";133889624,14;120386,89;258768,05;134028005,3
